Content,Video title,Video publish time,Duration,Average view duration,Average percentage viewed (%),Unique viewers,Subscribers gained,Subscribers lost,Likes,Comments added,Views,Watch time (hours),Subscribers,Impressions,Impressions click-through rate (%)
IfpzCiWASZg,Raw mango sabji in 5mins✨😉 #healthierecipes24 #rawmango,"Apr 17, 2025",41,0:00:16,41.31,,1,0,11,2,1466,2.6692,1,895,2.12
aROGs0sBpTg,How to make homemade Papad✨#food #foryou #foodvlog #shorts,"Apr 24, 2024",57,0:00:19,34.83,,2,0,12,0,447,2.4598,2,171,0.58
daLRY4d71oI,The Healthiest Modaks #shorts #ytshorts #ganpati,"Sep 10, 2024",45,0:00:22,49.47,,1,0,19,1,456,2.8081,1,513,1.36
mZ7gxfzVIIk,Back to normal ✌🏻😌#healthierecipes24 #dalroti #backtonormal #shorts #shortsyoutube,"Oct 14, 2024",54,0:00:19,36.33,,0,0,11,0,452,2.4498,0,483,1.86
D5phLqPeM1w,Navratri day 9#jubinnautiyal#navratrispecial #shorts #shortsfeed,"Oct 12, 2024",39,0:00:16,41.93,,2,0,13,0,453,2.0489,2,632,3.48
12RKrY3SY1A,I carved a Pumpkin 💁🏻‍♀️#halloween #halloween2024 #halloweendecor #shortsvideo  #shorts 🎃🔥,"Oct 31, 2024",48,0:00:21,44.85,,2,0,20,0,473,2.7612,2,1271,0.39
2Jc_c5-5Ick,Favourite Street food😋🔥#streetfood #fypシ #shorts #shortsfeedPav bhajifood blogger,"May 10, 2024",57,0:00:19,34.85,,1,1,18,0,454,2.5001,0,189,2.12
DwADFGDam6w,M&M Thandai✨😋🔥💚#shortsyt #shorts #food #summerspecialdrink,"Apr 13, 2024",41,0:00:12,31.51,,1,0,9,0,439,1.5752,1,324,0.31
uqVqP_OM5kg,Little Millet Upma ✨ #littlemillet #vrat #breakfast #fyp #fypシ,"Mar 17, 2024",48,0:00:30,64.05,,1,1,11,1,464,3.888,0,1843,3.15
vw8ezyW8G8A,Aam panna😋✨🥭#aampanna #foryou#foodvlog#fypシ #shortsfeed #fypage#pushpa2 #newsongmanho pann recipe,"May 5, 2024",29,0:00:15,53.89,,1,1,13,0,447,1.9174,0,498,0.8
aeTSD8dXEGg,Navratri Day 8✨🌼#navratrifood #short #mahagauri,"Oct 11, 2024",55,0:00:13,25.14,,0,0,6,0,445,1.709,0,437,2.06
ZFdJ8Jw7vnY,Smootthieee#shorts #shortsshorts #short drinks Mango Smoothie Milkshake,"May 14, 2024",20,0:00:12,61.15,,1,0,16,0,438,1.4849,1,266,0.75
UK98T-S3WWQ,Ram Navami'24 #ramnavami #thali #prasad #fyp#shortsshorts,"Apr 17, 2024",42,0:00:14,34.45,,0,0,15,1,440,1.7508,0,297,3.37
gEGwGvJgn1c,"July 17, 2024","Jul 17, 2024",60,0:00:22,38.22,,0,0,14,0,431,2.7393,0,233,2.15
WwZ_Rn5evRQ,This curry recipe is mindblowing✨🤌🏻 #shorts #foryou #newsong #curry,"Apr 26, 2024",58,0:00:18,32.67,,0,0,16,0,438,2.3011,0,169,2.37
DPJWhsCJ2EY,✨Shubh Dusshera✨#dusshera #shorts #gulabjamun #shortsfeed #happydussehra,"Oct 12, 2024",60,0:00:24,40.31,,1,0,7,0,434,2.9024,1,397,2.27
8QS-UKwHVWc,Kangana's favourite food ✨🍛#kanganaranaut #food #shorts #shortsvideo,"Dec 1, 2024",61,0:00:32,54.03,,1,0,15,0,620,4.1199,1,4289,2.89
CeHqDaIpZ0A,💠Day 7 of Navratri💠#shorts #halwa#jaggery#healthierecipes24,"Oct 9, 2024",60,0:00:22,38.09,,2,0,11,0,427,2.7052,2,542,1.66
zYi3TDVvYIc,✨Bisi Bele Bath😌🌼♥️#shorts #bisibelebathrecipe#ytshorts #food #cooking #favorite,"Oct 13, 2024",44,0:00:11,25.59,,1,0,7,0,430,1.3393,1,610,3.61
5rYUVZd_Wwk,🥥Coconut Idli|instant idli|Breakfast#shorts #shortsfeed #food #foodvlog #recipe,"Jun 18, 2024",58,0:00:19,34,,1,0,8,0,441,2.4006,1,354,1.41
qA_cwq4AO9k,✨Lemon Coriander Soup🥣 #lemoncoriandersoup #shorts #winterspecial #winter #winterrecipe,"Dec 6, 2024",58,0:00:15,27.57,,2,0,9,1,439,1.8872,2,4226,1.18
xIz8hYlW6dw,What's your favourite evening snack? Comment down✨⬇️ #eveningsnacks #healthierecipes24 #shorts,"Jan 20, 2025",43,0:00:16,38.31,,1,0,8,0,435,1.9571,1,963,1.77
OZJhbPnsTzA,🥔AALU Raita✨🔥#potato #raita #tengetenge #viral #food #fyp,"Mar 23, 2024",34,0:00:14,41.9,,2,1,9,0,433,1.7099,1,210,1.43
gApDpNizEHA,💚🥬🥰🥗 #shorts,"Mar 22, 2024",57,0:00:14,25.75,,0,0,12,0,411,1.6719,0,141,4.26
6OTNcp4SIq0,Poha✨😋#breakfast#shorts#foodvlog#easyrecipes#fyp cravings and calories new videopizzpizzapa,"Apr 27, 2024",53,0:00:20,37.76,,2,0,6,0,418,2.3039,2,265,0.38
GnkFyvlMlns,Jai Siya Ram#healthierecipes24 #ramnavami #prasad,"Apr 6, 2025",37,0:00:20,55.08,,1,1,21,0,1134,2.6651,0,1790,4.02
ZIHNdpDH9wA,Coconut idli/Easy Instant Idli recipe/poha idli,"Jun 18, 2024",102,0:00:47,46.59,,2,0,5,3,428,5.6504,2,7929,5.06
mXBILQm6opU,5mins Besan recipe to eat with roti#youtubeshorts#5minsrecipe#besan#yummy#raita#shorts,"Dec 19, 2023",47,0:00:24,51.38,,1,0,16,0,431,2.8721,1,801,3.75
0leNkdnncwU,🌼✨Day 5 of Navratri 🌼#shorts #skandamata #banana #navratri,"Oct 7, 2024",35,0:00:15,45.21,,1,0,11,0,439,1.7615,1,955,4.71
_Rpwhy73OsI,Aloo Paratha😋🔥✨#alooparatha #shorts #food #alooparatharecipe,"Jan 23, 2024",29,0:00:15,54.06,,3,1,13,0,395,1.7165,2,224,1.34
kKuaIw2juUc,Quickest Dosa Ever #healthierecipes24 #quickrecipe #healthyfood,"May 19, 2025",39,0:00:22,57.01,,3,0,8,2,1209,2.735,3,679,1.33
9fVPwBptB2o,Quick snack from MH & KA#healthierecipes24 #food #chirote #shorts,"Sep 2, 2025",60,0:00:23,39.03,,3,0,13,0,2052,3.3084,3,501,2.59
5mHOYYtlDms,purple cabbage Chutney#healthierecipes24 #food #recipe #shorts,"May 17, 2025",28,0:00:13,47.43,,1,0,9,0,1540,1.9928,1,1251,2
BN_49PtMn3c,What do you call this sabji??comment down below⬇️ Kitchen tips#shorts #food #kitchentips,"Jun 15, 2024",30,0:00:11,38.06,,0,0,11,1,387,1.1958,0,798,1.13
8q5OHDGgLs8,PART 1| Easy and simple potato#potato#sabji#aloo#easyrecipe#viral#youtubeshorts#shorts#trending,"Jan 6, 2024",27,0:00:15,58.19,,1,0,12,0,375,1.6367,1,197,2.54
ttZ0DEiT6Y8,DHABEWALA Gajar ka Achar#pickle#carrotrecipe #youtubeshorts #gajarkaachar #shorts#viral,"Dec 26, 2023",23,0:00:16,71.48,,2,0,16,0,392,1.7463,2,9935,1.34
CRe5o7nO8co,When DOSA is love ❤️✨ #dosa #shorts #homemade #food #youtubeshorts,"Feb 21, 2024",10,0:00:07,72.74,,1,0,6,0,363,0.7334,1,166,2.41
J9OeO3AMQQM,TIME PASS Sandwich|Green Chutney 🥪 in 5mins#shorts #greenchutney #spicy #trending,"Jan 20, 2024",33,0:00:16,50.07,,1,0,8,0,359,1.6438,1,305,1.97
hh0qPh8qAnc,zunka bhakri✨🔥 #jowarkiroti #bhakri #pithla #zunka #shorts #shortsviral,"Jun 27, 2024",51,0:00:24,48.94,,1,0,12,0,425,2.7036,1,1037,0.96
h8V5qUKMkGc,Healthy Pearl Millet roti #healthierecipes24 #bajraroti #food #millets,"Feb 24, 2025",371,0:01:03,17.05,,2,0,6,0,383,6.7279,2,6876,4.38
AmixU2vWeqs,2 recipes in 50secs✨✌🏻 #healthierecipes24 #ridgeguard #food #60seconds,"May 26, 2025",51,0:00:17,34.23,,0,0,9,0,1097,2.0465,0,673,1.78
o7QeH52kNTU,Mind-blowing bhindi#healthierecipes24 #shorts #recipe,"May 30, 2025",51,0:00:34,67.84,,3,0,10,0,1135,3.5927,3,631,1.43
uguCghUcjAI,✨Homemade Paneer Bhurji✨#healthierecipes24 #homemade #paneer #paneerbhurji #shorts #food,"Oct 26, 2025",55,0:00:14,26.71,,0,0,12,0,2204,2.1278,0,553,1.99
N5_aFKWvp5A,Crispy Shepu leaves(Suva/Dill) recipe#fritters#shortsfeed#shorts#youtubeshorts#chanadal#dill,"Dec 25, 2023",47,0:00:29,63.22,,2,0,19,0,379,2.963,2,4846,4.23
UqszpxBs2cg,Qucik Kidney beans#healthierecipes24 #rajma #rajmarecipe #shorts #food,"May 21, 2025",37,0:00:15,42.46,,2,0,9,0,1431,1.8622,2,784,0.64
PSwa1tIqwNQ,😍Super Refreshing! #shorts #moolirecipe #radish #health,"Jan 17, 2024",25,0:00:17,68.41,,1,0,10,0,336,1.5555,1,1602,1.69
Ffb-SqYUf5A,🤯🙅‍♀️DON'T SKIP This Recipe✨ #shorts #herbs #creamy #leftoverricerecipe #yummy,"Feb 7, 2024",48,0:00:15,31.98,,0,0,9,0,317,1.3475,0,636,2.52
uccogw6Xr8s,Quickest Carrot Salad#carrotrecipe #shorts#youtubeshorts #carrotsalad #easyrecipe,"Jan 2, 2024",24,0:00:15,65.2,,2,0,8,0,321,1.3792,2,442,2.26
lJjFYh4IOUo,Actor Ananya Pandey loves Gajar ka Halwa!#ananyapandey #shorts #ytshorts #gajarkahalwa,"Sep 25, 2024",57,0:00:19,33.63,,2,0,13,0,349,1.7147,2,3107,4.86
Lg2Hvk6wIV4,Muddi Palya/Dal Methi sabji Recipe #methi #toordal#northkarnatakarecipe#youtubeshorts#easyrecipe,"Jan 4, 2024",41,0:00:20,50.21,,0,0,6,0,336,1.7865,0,2482,1.41
Qck6cSpBKQ0,Would You try this dessert?#healthierecipes24 #weddingseason #food #dessert #shorts,"Dec 29, 2024",60,0:00:24,40.67,,0,0,8,0,305,2.0164,0,1396,1.58
_HJIFKj_8pA,Dahi wada ki story #healthierecipes24 #history #food,"Apr 8, 2025",51,0:00:22,44.67,,1,0,8,1,929,2.1104,1,643,2.02
kjEY95l2Y5E,Karela seeds Chutney#shorts #seeds #northkarnataka #chutney,"Jan 18, 2024",34,0:00:14,42.46,,0,0,9,0,295,1.1546,0,2770,1.41
WTkxBrD_PgY,🍰HOMEMADE RAVA Cake #semolina#cake#suji#rava#happynewyear#trending#viral#shorts#youtubeshorts,"Jan 1, 2024",41,0:00:15,36.74,,0,0,8,0,274,1.139,0,1849,1.57
MngF1siJKrE,🍰COMFORT CAKE(viral recipe)#shorts #bananacake #jaggery #homemadecake,"Jan 19, 2024",44,0:00:20,47.68,,2,1,8,0,256,1.4819,1,1850,0.65
7USnGm45vrM,Dhoni's love for Chai✨🔥☕#chai #tea #shorts #msdhoni #cricket,"Jun 26, 2024",37,0:00:14,38.54,,0,0,9,0,280,0.9992,0,1497,3.01
rec52epAPow,#bhindi  #shorts #crunchy #youtubeshorts #ytshorts #aloofry,"Jan 28, 2024",26,0:00:18,72.2,,1,0,7,0,251,1.3045,1,9100,1.07
2su0PRB5N7E,PART 2| Easy and Simple Potato✨ Quickest Sabji#shorts #potato#chops #trending,"Jan 11, 2024",20,0:00:17,85.32,,0,0,8,0,252,1.122,0,2268,1.01
0UiWvnAL0V4,Maharashtra Famous Shankarpali#healthierecipes24 #shankarpali #easy#recipe #shorts,"Sep 3, 2025",45,0:00:19,43.87,,1,0,13,1,1420,1.7506,1,1027,0.97
Bl5okTns-no,☁️CHOCOLATE CLOUDS🌨️✨#dessert #budgetfriendly #dessert #shorts #viral,"Jan 25, 2024",26,0:00:14,56.59,,0,0,7,0,241,0.9612,0,1222,1.23
AhpUBfo-b34,🥵Arrabbiata✨🔥#vibing #pasta #redsaucepasta #madisonbeer #fyp #fypシ #fypシ゚viral,"Mar 28, 2024",38,0:00:13,34.7,,0,0,11,0,228,0.8296,0,405,0.99
UiIVMQLtcHk,Amla Murabba🧡#gooseberry#amla#shorts#youtubeshorts#viral#ytshorts#trending#shortsfeed,"Dec 21, 2023",37,0:00:19,52.94,,1,0,13,0,238,1.2844,1,733,0.82
ojB7TZMIpyE,Leftover Roti Frankie🌯 #wrap#frankie#leftoverrotirecipe#youtubeshorts#viral#trending#viral#food,"Jan 7, 2024",34,0:00:14,41.55,,0,0,11,0,223,0.8751,0,233,1.72
fqqEUKsPepg,QUICK Breakfast for Busy Days | SUSLA | Puffed Rice Upma | ಮಂಡಕ್ಕಿ ಸುಸ್ಲ | Mandakki Susla #youtube,"Feb 20, 2024",117,0:00:38,32.99,,0,0,2,0,233,2.4981,0,11048,1.8
cn17WtOz1bs,Gajar Ka Halwa#carrothalwa#gajarkahalwa#trending#cashew#youtubeshorts#viral#shorts#carrotrecipe,"Dec 31, 2023",28,0:00:18,65.04,,2,1,8,0,225,1.1288,1,498,1.81
l2ugLOMA80I,Kosambari! #healthierecipes24 #kosambari #salad #recipe #instant,"May 22, 2025",40,0:00:23,57.58,,0,0,9,1,605,1.5415,0,3721,2.18
_pXQzSwLN9A,SpiCy Chilli Maggi#maggi#chilli#garlic#foodie#love#maggie#ytshorts#shorts#viralshorts#indianfood,"Dec 26, 2023",41,0:00:21,53.45,,1,0,14,0,216,1.3149,1,550,3.82
1QIthk9KAg0,Stuffed Baingan✨🤤🔥#shorts #eggplant #brinjal  #homemade #india,"Jan 21, 2024",43,0:00:21,49.53,,0,0,7,0,216,1.2728,0,3036,1.25
Mr_CTY2E96g,Mix Veggie Paradise🥗✨💙#shorts #vegetablesalad  #vegetableraita #healthyfood,"Jan 28, 2024",25,0:00:10,42.4,,1,0,6,0,208,0.6103,1,249,0
sjSDSTT3jGA,just an evening snack #healthierecipes24 #garlicbread #noodles #pizza,"Jun 5, 2025",12,0:00:10,84.46,,0,0,9,0,953,0.8812,0,1090,4.31
YJXU-HUbQZA,ANOKHA Salad✨ #shorts #food #viral #10second #homemade,"Jan 29, 2024",16,0:00:10,70.91,,1,0,7,0,206,0.6029,1,162,0.62
5EKjTEWkp3w,Homemade IMMUNITY BOOSTER #immunitybooster #sadhguru #homemaderecipe #shorts,"Nov 30, 2024",50,0:00:37,75.7,,0,0,8,0,252,2.2288,0,3362,2.05
SoodEE_wbhg,Craving for fried food 🍟✨#shorts #youtubeshorts #cravings #friedfood,"Sep 14, 2024",27,0:00:13,48.49,,0,0,7,0,215,0.7039,0,1592,3.39
f_Vt7ASQnOA,Sabu khichdi✨☘️#shorts #viral #homemade #sabudana #sankashti #sabudanakhichdi,"Jan 29, 2024",48,0:00:24,50.09,,2,0,6,1,199,1.3031,2,515,1.17
HrO_BRzP2TY,Entire Prasad Thali#shorts#ytshorts,"Sep 13, 2024",56,0:00:18,33.9,,0,0,9,0,214,1.0006,0,3558,3.01
Pqo8_Xj9YKs,Panipuri | Satisfying Street Food Vibes♥️😋✨#shorts,"Aug 23, 2024",60,0:00:23,39.44,,0,0,11,0,187,1.2235,0,361,1.66
KUHw2Bp4ang,Desi Spicy Besan PITHLA - A Taste of Home in Every Spoonful!🌶️🍲✨#besan#sabji#shorts  #viral,"Jan 9, 2024",27,0:00:20,75.47,,1,0,5,0,189,1.033,1,1352,2.37
KnXCe7vwVVU,How to make Bread bajji#breadpakoda #youtubeshorts#shorts#viral,"Dec 22, 2023",40,0:00:20,50.14,,0,0,8,0,184,1.0199,0,1031,1.65
o6GotRt9u0Y,Extra crispy bhajji✨#healthierecipes24  #cauliflower #crisp #food #bhajji,"Apr 6, 2025",58,0:00:31,54.99,,1,0,7,1,491,1.5866,1,813,1.6
4yhzbmrw2dE,Only 4 spoons ghee Besan laddu ✨🔥#shortsvideo #shortsfeed #shorts #laddu #noghee #easyrecipe,"Aug 26, 2024",57,0:00:26,46.52,,0,0,10,0,172,1.253,0,2618,1.3
kVOrthjafpo,Masala Upma/Vegetable upma #youtubeshorts#shorts#masalaupma#vegetableupma,"Jan 3, 2024",28,0:00:16,60.27,,0,0,8,0,177,0.8168,0,929,1.94
meb5R-dLcBI,Banana+mint Smoothie😋✨ #healthierecipes24 #shorts #foodvlog,"Apr 30, 2024",30,0:00:14,49.93,,0,0,7,0,166,0.6663,0,359,3.06
debfs6X1uN4,Ratha Saptami Pooja🌞💙#rathasaptami #homemade #ritual #happiness #festival #colourful,"Feb 17, 2024",25,0:00:15,61.83,,1,0,10,0,209,0.7314,1,6214,0.63
2-C1ilNiGLg,🪔Diwali Faral Thali ✨🪔🙏,"Oct 31, 2024",57,0:00:29,51.12,,2,0,7,1,255,1.3985,2,3806,2.6
5yZ7UXsl_A4,Immunity laddo #healthierecipes24 #hanumanjayanti,"Apr 11, 2025",286,0:00:43,15.23,,1,0,7,0,161,1.9477,1,9717,1.26
YupRiXZ3c_k,Tapioca pudding✨🌸#tapioca #sabudanakheer  #vratkakhana   #shorts #shortsfeed,"Jan 30, 2024",34,0:00:15,45.36,,1,0,5,0,151,0.6433,1,528,1.14
IkxXEbEW61o,(Leftover)Roti Poha #leftoverrotirecipe  #shorts#youtubeshorts #viral#trending,"Dec 23, 2023",34,0:00:20,60.29,,1,0,11,0,166,0.9399,1,937,3.42
fZtiDuwvECA,Vegetable Saagu|South Indian Special|Mix Veg Gravy #healthierecipes24 #vegetablesaagu#saagu#ytvideo ,"Dec 22, 2025",190,0:00:46,24.72,,1,0,4,0,182,2.3746,1,3822,3.79
ike60KTPRo0,Fresh Mango Milkshake 🥭✨#mango #milkshake#foodvlog#fyp#shorts #shortsvideo#shortsfeedunique skill,"May 2, 2024",34,0:00:14,41.46,,0,0,12,0,144,0.5639,0,185,2.16
mjgPCUNHN74,✨This roti doesn't need water✨ #healthierecipes24 #cucumberroti #recipe #shorts,"Nov 25, 2025",58,0:00:18,32.09,,2,0,9,1,905,1.1322,2,513,3.12
gF83iBVp9Ck,Kokum/Amsol Saar Must try!🧡#kokum#saar#shortsvideo#youtubeshorts#trendingshorts#viral#shortsvideo,"Dec 19, 2023",26,0:00:15,59.36,,0,0,10,0,211,0.6896,0,2691,2.3
mItp2fhG2v8,I Made Instant Peda for Ganesh Chaturthi! #shorts #ytshorts #ganpati #modak #modakrecipe #mawa,"Sep 12, 2024",39,0:00:19,49.66,,1,0,10,0,177,0.865,1,5074,1.14
5oL8g2OJKMk,EASY DAL GAJAR |Healthy & Flavorful Sabji Recipe!🌱🥕✨#shorts #carrotrecipe #carrot,"Jan 8, 2024",22,0:00:13,61.48,,1,0,3,0,146,0.5049,1,1129,2.3
tMsnAwvRDfI,SESAME Surprise✨!#shorts #viral #homemade #traditionalfood,"Jan 15, 2024",46,0:00:22,48.39,,0,0,7,0,150,0.8756,0,3968,1.03
UvjPWPkRg44,💛Dosakaya/Yellow cucumber sabji Must Try!#cucumber#trending#youtubeshorts,"Dec 18, 2023",58,0:00:19,33.11,,1,0,11,0,168,0.855,1,876,3.77
UnXWp_GkeRM,SIMPLE Fruit chaat recipe🤩❤️✨#shorts #fruitsalad #fitness #fit #viral #healthy #fruitchaat,"Feb 16, 2024",34,0:00:11,35.07,,0,0,6,0,136,0.4474,0,480,1.04
nXZijtuO_8c,Instant Sweet potato Recipe|easy#recipe#food #shorts #breakfast,"Nov 11, 2024",41,0:00:18,43.94,,1,0,7,0,134,0.661,1,1687,1.96
-3cdeJ9H6rU,Pav Bhaji pulav!? #tawapulao#youtube#shorts#leftoverricerecipe#ytshorts,"Dec 22, 2023",41,0:00:20,50.27,,0,0,16,1,149,0.848,0,441,2.95
QlVueEO7D1I,SabuVada!#sabudanavada#youtubeshorts#food#shortsvideo#viralshorts#trending#viral#india#tasty,"Dec 17, 2023",56,0:00:25,45.34,,1,0,13,0,145,1.0159,1,366,4.64
IHZJk661xj4,Rava Dosa😁#suji #fypviral #shorts #shortsfeed #foodvlog #foodievlog #viral,"Apr 19, 2024",50,0:00:18,37.4,,0,0,6,0,121,0.6238,0,247,1.21
C9dhKOxGKIg,Sabji Saga: Bite1 -  Healthy Radish#healthierecipes24 #radish #sabji #sabjisaga #shorts,"Feb 8, 2025",55,0:00:21,39.44,,0,0,4,0,138,0.7633,0,1610,1.8
Y3c0ipj9-qM,Instant Mix Flour Dosa#mix#flour#dosa#dosabatter#instantdosa#shorts#viral#youtubeshorts,"Dec 29, 2023",43,0:00:22,53.22,,1,0,5,0,121,0.7518,1,341,2.35
jnJZWxSY0UI,Yumm Maharashtrian masale bhat#simple #masala#rice#shorts#trending#viral#food#masalebhat#quickdinner,"Dec 28, 2023",37,0:00:17,48.38,,0,0,6,0,116,0.5675,0,4077,0.78
m-KWgMRlasI,Trust God's timing✨ #healthierecipes24 #trust #faith #godsplan #shortsviral #love,"Mar 30, 2025",14,0:00:16,115.08,,1,0,8,1,182,0.5396,1,475,1.68
cNUBopm0AOg,Corn recipes #sweet#corn#youtubeshorts#viral#trending#shorts#cornrecipe#easyrecipe,"Dec 30, 2023",29,0:00:15,54.26,,0,0,8,0,121,0.5247,0,281,1.78
kMV_stpEp-4,Flavours of India in every layer✨🇮🇳#tricolorsalad #republicday #healthierecipes24 #shorts,"Jan 26, 2025",156,0:00:16,10.81,,0,0,5,0,115,0.5216,0,842,0.71
xOWiat11qOw,Alia Bhat's Favourite dessert✨ #healthierecipes24 #nooven #recipe #shortsfeed,"May 31, 2025",60,0:00:23,39.88,,0,0,8,1,543,0.9571,0,776,1.68
wBH3Oo6t1Wc,Chawal KHEER🤤✨#shorts #kheer #food #ricekheer #homemade #ytshorts #creamy #피아노 #음악 #piano,"Feb 13, 2024",57,0:00:21,38.4,,0,0,9,0,113,0.6754,0,260,1.15
i9eQD2EJaIM,"🥰Til, Gud Ghya Ni God God Bola✨#haldikumkum #healthierecipes24 #viralvideo","Jan 23, 2025",52,0:00:17,33.14,,0,0,6,0,123,0.5487,0,886,0.9
LhXDJ_uym38,Tricolour Poha Recipe|Republic day special|Easy Tricolour recipes#republicday#tricolourpoha,"Jan 24, 2025",217,0:00:50,23.21,,1,0,4,0,117,1.6367,1,2553,3.6
EF8FqYjiKFA,The quickest Sabji ever #healthierecipes24 #recipe #shorts #sabji,"Sep 11, 2025",51,0:00:22,44.07,,0,0,9,0,408,0.8017,0,791,2.02
bZLPY3GGh_U,🤯Masala Chaas with no masala✨#buttermilk #ytshorts #food #healthierecipes24 #fyp #herway #music,"Apr 1, 2024",54,0:00:18,34.65,,0,0,8,0,107,0.5561,0,305,2.3
KKVg2J0tnQs,Easy Papad Making recipe|Step by Step|Easy and Crispy(homemade papad|easy papad recipe),"Apr 23, 2024",251,0:00:53,21.39,,2,0,1,0,113,1.6852,2,2320,4.44
NtEJCjkKBbw,"Sabji saga: Bite 4 ""Easy peasy Potato#healthierecipes24 #sabjisaga #shortsvideo","Feb 19, 2025",42,0:00:20,51.08,,0,0,8,0,127,0.6397,0,859,2.68
69jK7UGqIbc,Karnataka special Rotti #healthierecipes24 #recipe #akkirotti #shorts,"Apr 25, 2025",58,0:00:29,50.2,,2,0,7,0,423,1.0366,2,1772,1.86
hStGHJGndgE,Ugadi Traditional recipe ✨🥭#ugadi#gudipadwa #happynewyear #shorts #shortsyt #fyp #fypyoutube,"Apr 9, 2024",51,0:00:22,43.36,,0,0,12,0,118,0.6478,0,1380,1.16
UUpwQII73Ko,Pachak Lemon Pickle #healthierecipes24 #achaarrecipe #pachakam,"Apr 16, 2025",369,0:01:17,20.95,,1,0,5,0,106,2.2763,1,6361,1.35
rSwW5DtmY2U,Instant Chutney 🔥#food #chutney #cooking #viralvideo #shortsvideo #shortsfeed #shorts,"Nov 17, 2024",47,0:00:30,65.93,,0,0,4,0,117,0.8991,0,7887,0.27
gCBSCTTBN2s,🎃Jack-o'-lantern🎃#healthierecipes24 #food #halloween #jackolantern #pumpkin#shorts,"Oct 29, 2025",48,0:00:11,23.67,,1,0,8,0,603,0.5183,1,533,1.69
P5qHkjpc61g,✨PHOOL Gobi#shorts #gobi #cauliflower #recipe🥦,"Feb 1, 2024",47,0:00:18,38.4,,0,0,9,0,104,0.5214,0,1779,0.28
_0wnTAhaM0U,Indian street food: Pav Bhaji| Street food|Chaat #pavbhaji #healthierecipes24,"May 10, 2024",140,0:00:35,25.24,,0,0,0,0,98,0.9618,0,2020,4.7
2Z7N7-ai5HI,😋LIP SMACKING✨#misalpav  #shorts #viral #streetfood #india #trending,"Jan 9, 2024",52,0:00:16,32.69,,1,0,3,0,94,0.44,1,387,0.52
POLoXipA1Xs,Ragi Ambil! #summerdrink  #beattheheat #youtube,"Mar 15, 2024",97,0:00:33,34.87,,1,0,4,0,109,1.024,1,2474,3.07
gRSFIX20rNw,Saviyan maggi#healthierecipes24 #food #seviyanmaggi #maggi #shorts,"May 20, 2025",40,0:00:19,47.54,,0,0,5,0,428,0.6407,0,374,0.8
NBu_exusL-A,EASY KAJU CURRY ✨🤤🍛 #shorts #youtubeshorts #food #kajucurry,"Mar 1, 2024",57,0:00:20,35.56,,1,1,7,0,101,0.547,0,818,1.34
l5HjAqeFgqM,Mamma's Special #food #drumsticks #curry #youtubeshorts #fyp #foryou,"Mar 21, 2024",52,0:00:22,42.42,,0,0,9,1,95,0.5644,0,764,1.31
zld7ZGwllQY,Easy way to make Appam at home✨ #healthierecipes24  #appam #palappam #food #keralafood #recipe,"Feb 3, 2025",227,0:00:54,24.05,,0,0,5,0,95,1.4406,0,1544,4.99
p3t4_-G01VQ,Ganpati Bappa morya ✨🥰🙏🏻🌼 #ganeshchaturti2024 #ganeshchaturthi'24 #ganapatibappamorya #food #shorts,"Aug 31, 2024",21,0:00:11,53.44,,0,0,9,0,93,0.2817,0,570,2.46
OrRMlMqKaoU,Navratri Day 1 Prasad 🌼#navratri2024 #navratrispecial #food #ghee#shorts,"Oct 3, 2024",31,0:00:17,57.72,,0,0,5,0,111,0.4623,0,1908,2.31
u7xd9YyrKeg,Corn Roti/Makke Ki Roti#youtubeshorts #makkediroti #healthylifestyle,"Dec 16, 2023",35,0:00:17,50.28,,0,0,10,0,99,0.4839,0,159,3.77
3Fc8dw2Xs1Q,Homemade fat loss drink by Gym coach Nitesh✨#shorts#fatloss#fitness#heathylifestyle,"Jul 13, 2024",17,0:00:16,98.8,,0,0,8,1,121,0.4532,0,1209,2.89
fK9OhYDdkvA,Instant Palak paneer recipe #palakpaneer #sundayspecial #lazysunday #music,"Jul 28, 2024",60,0:00:36,61.33,,0,0,8,0,90,0.9199,0,2591,1.62
AuwEGrj8ot8,Childhood memories #recipe #recipe #food #healthierecipes24 #ragdapattice #streetfood #easyrecipe,"Aug 19, 2025",57,0:00:20,36.28,,1,0,9,0,301,0.5627,1,448,0.89
nCaRHi8y2l0,Wheat 🌾 Panjiri|Ram Navami Special|Traditional Sweet #ramnavami #traditionalsweets,"Apr 16, 2024",72,0:00:37,51.93,,0,0,2,2,89,0.9244,0,1171,5.38
WR6KPiF7QKY,Exotic twist: Spicy mango chutney 🌶️🔥✨#shorts #rawmango #foodvlog #healthierecipes24 #fyp #shorts,"Apr 19, 2024",24,0:00:12,52.39,,0,0,8,0,87,0.2906,0,295,1.02
MBlVujQh6J0,Easy Mawa Paratha #mawaparatha #recipe#tastyrecipes#shorts#ytshorts,"Apr 20, 2025",61,0:00:20,34.35,,0,0,5,0,265,0.5606,0,1020,2.45
ZdGSSEsNkUw,No Sugar Gulab jamun #healthierecipes24 #recipe #jaggery #gulabjamun #shorts,"Sep 12, 2025",56,0:00:29,51.84,,0,0,8,0,492,0.8203,0,984,2.24
9PMAOWLzrFs,onion mango chutney🌶🔥#shorts #food#chutneysouth indian onion chutney,"May 25, 2024",34,0:00:15,44.19,,0,0,7,0,91,0.3572,0,1125,1.07
